Orthogroup	acer	afen	alor	amil	apal	apoc	cjar	cnat	dcyl	dper	dspp	ffun	gasp	gfas	mcap	ofav	pcom	pdae	plob	pmea	pver	spis	ssid
OG0038191						protein|evm.model.chromosome_7.1365																	
OG0038192						protein|evm.model.chromosome_7.14																	
OG0038193						protein|evm.model.chromosome_7.2054																	
OG0038194						protein|evm.model.chromosome_7.2052																	
OG0038195						protein|evm.model.chromosome_7.1790																	
OG0038196						protein|evm.model.chromosome_7.2446																	
OG0038197						protein|evm.model.chromosome_7.2445																	
OG0038198						protein|evm.model.chromosome_7.1866																	
OG0038199						protein|evm.model.chromosome_7.1860																	
OG0038200						protein|evm.model.chromosome_7.1863																	
OG0038201						protein|evm.model.chromosome_6.197																	
OG0038202						protein|evm.model.chromosome_6.196																	
OG0038203						protein|evm.model.chromosome_6.1238																	
OG0038204						protein|evm.model.chromosome_6.1577																	
OG0038205						protein|evm.model.chromosome_6.469																	
OG0038206						protein|evm.model.chromosome_6.460																	
OG0038207						protein|evm.model.chromosome_6.2594																	
OG0038208						protein|evm.model.chromosome_6.1836																	
OG0038209						protein|evm.model.chromosome_6.2945																	
OG0038210						protein|evm.model.chromosome_6.2657																	
OG0038211						protein|evm.model.chromosome_6.2656																	
OG0038212						protein|evm.model.chromosome_6.1328																	
OG0038213						protein|evm.model.chromosome_6.1329																	
OG0038214						protein|evm.model.chromosome_6.2493																	
OG0038215						protein|evm.model.chromosome_6.784																	
OG0038216						protein|evm.model.chromosome_6.253																	
OG0038217						protein|evm.model.chromosome_6.3196																	
OG0038218						protein|evm.model.chromosome_6.1972																	
OG0038219						protein|evm.model.chromosome_6.908																	
OG0038220						protein|evm.model.chromosome_6.907																	
OG0038221						protein|evm.model.chromosome_6.2284																	
OG0038222						protein|evm.model.chromosome_6.1311																	
OG0038223						protein|evm.model.chromosome_6.1310																	
OG0038224						protein|evm.model.chromosome_6.1632																	
OG0038225						protein|evm.model.chromosome_6.1637																	
OG0038226						protein|evm.model.chromosome_6.1635																	
OG0038227						protein|evm.model.chromosome_6.3114																	
OG0038228						protein|evm.model.chromosome_6.1403																	
OG0038229						protein|evm.model.chromosome_6.2206																	
OG0038230						protein|evm.model.chromosome_6.2204																	
OG0038231						protein|evm.model.chromosome_6.2205																	
OG0038232						protein|evm.model.chromosome_6.353																	
OG0038233						protein|evm.model.chromosome_6.827																	
OG0038234						protein|evm.model.chromosome_6.1804																	
OG0038235						protein|evm.model.chromosome_6.2911																	
OG0038236						protein|evm.model.chromosome_6.1777																	
OG0038237						protein|evm.model.chromosome_6.1774																	
OG0038238						protein|evm.model.chromosome_6.1770																	
OG0038239						protein|evm.model.chromosome_6.2898																	
OG0038240						protein|evm.model.chromosome_6.2895																	
OG0038241						protein|evm.model.chromosome_6.2894																	
OG0038242						protein|evm.model.chromosome_6.2893																	
OG0038243						protein|evm.model.chromosome_6.3274																	
OG0038244						protein|evm.model.chromosome_6.2339																	
OG0038245						protein|evm.model.chromosome_6.1929																	
OG0038246						protein|evm.model.chromosome_6.3216																	
OG0038247						protein|evm.model.chromosome_6.3217																	
OG0038248						protein|evm.model.chromosome_6.1394																	
OG0038249						protein|evm.model.chromosome_6.2445																	
OG0038250						protein|evm.model.chromosome_6.2446																	
OG0038251						protein|evm.model.chromosome_6.286																	
OG0038252						protein|evm.model.chromosome_6.1152																	
OG0038253						protein|evm.model.chromosome_6.955																	
OG0038254						protein|evm.model.chromosome_6.952																	
OG0038255						protein|evm.model.chromosome_6.2686																	
OG0038256						protein|evm.model.chromosome_6.756																	
OG0038257						protein|evm.model.chromosome_6.2274																	
OG0038258						protein|evm.model.chromosome_6.853																	
OG0038259						protein|evm.model.chromosome_6.444																	
OG0038260						protein|evm.model.chromosome_6.1022																	
OG0038261						protein|evm.model.chromosome_6.1855																	
OG0038262						protein|evm.model.chromosome_6.134																	
OG0038263						protein|evm.model.chromosome_6.3248																	
OG0038264						protein|evm.model.chromosome_6.2675																	
OG0038265						protein|evm.model.chromosome_6.2673																	
OG0038266						protein|evm.model.chromosome_6.3073																	
OG0038267						protein|evm.model.chromosome_6.1690																	
OG0038268						protein|evm.model.chromosome_6.273																	
OG0038269						protein|evm.model.chromosome_6.275																	
OG0038270						protein|evm.model.chromosome_6.1104																	
OG0038271						protein|evm.model.chromosome_6.929																	
OG0038272						protein|evm.model.chromosome_6.2159																	
OG0038273						protein|evm.model.chromosome_6.1614																	
OG0038274						protein|evm.model.chromosome_6.765																	
OG0038275						protein|evm.model.chromosome_6.182																	
OG0038276						protein|evm.model.chromosome_6.3134																	
OG0038277						protein|evm.model.chromosome_6.1420																	
OG0038278						protein|evm.model.chromosome_6.1229																	
OG0038279						protein|evm.model.chromosome_6.804																	
OG0038280						protein|evm.model.chromosome_6.470																	
OG0038281						protein|evm.model.chromosome_6.472																	
OG0038282						protein|evm.model.chromosome_6.473																	
OG0038283						protein|evm.model.chromosome_6.1829																	
OG0038284						protein|evm.model.chromosome_6.1716																	
OG0038285						protein|evm.model.chromosome_6.1507																	
OG0038286						protein|evm.model.chromosome_6.880																	
OG0038287						protein|evm.model.chromosome_6.886																	
OG0038288						protein|evm.model.chromosome_6.1326																	
OG0038289						protein|evm.model.chromosome_6.1079																	
OG0038290						protein|evm.model.chromosome_6.1333																	
OG0038291						protein|evm.model.chromosome_6.1330																	
OG0038292						protein|evm.model.chromosome_6.223																	
OG0038293						protein|evm.model.chromosome_6.2874																	
OG0038294						protein|evm.model.chromosome_6.977																	
OG0038295						protein|evm.model.chromosome_6.504																	
OG0038296						protein|evm.model.chromosome_6.506																	
OG0038297						protein|evm.model.chromosome_6.2083																	
OG0038298						protein|evm.model.chromosome_6.1047																	
OG0038299						protein|evm.model.chromosome_6.215																	
OG0038300						protein|evm.model.chromosome_6.1930																	
OG0038301						protein|evm.model.chromosome_6.1934																	
OG0038302						protein|evm.model.chromosome_6.1936																	
OG0038303						protein|evm.model.chromosome_6.2822																	
OG0038304						protein|evm.model.chromosome_6.2820																	
